Time,PmuID,PmuCoordinates,DataSize,GNB_Target,Path,HopSum,Status
104.0000,1,"(700.5,968.9)",2.00,GNB_3,"PMU -> GNB_3 (0.0143s, 202.9m) -> TELCO (0.0389s, 500.0m) -> TSO (0.0714s, 1415.6m)",0.1247,DEADLINE_MISSED
104.0000,18,"(1034.4,1680.2)",2.00,GNB_6,"PMU -> GNB_6 (0.0156s, 499.3m) -> TELCO (0.0373s, 707.1m) -> TSO (0.0719s, 1415.6m)",0.1247,DEADLINE_MISSED
104.0000,13,"(33.4,182.8)",2.00,GNB_1,"PMU -> GNB_1 (0.0091s, 564.2m) -> TELCO (0.0439s, 707.1m) -> TSO (0.0724s, 1415.6m)",0.1254,DEADLINE_MISSED
104.0000,4,"(1033.7,372.4)",2.00,GNB_2,"PMU -> GNB_2 (0.0082s, 483.4m) -> TELCO (0.0366s, 707.1m) -> TSO (0.0808s, 1415.6m)",0.1256,DEADLINE_MISSED
104.0000,17,"(1700.8,283.9)",2.00,GNB_2,"PMU -> GNB_2 (0.0055s, 295.0m) -> TELCO (0.0388s, 707.1m) -> TSO (0.0814s, 1415.6m)",0.1258,DEADLINE_MISSED
104.0000,2,"(1700.5,1964.6)",2.00,GNB_6,"PMU -> GNB_6 (0.0086s, 506.0m) -> TELCO (0.0352s, 707.1m) -> TSO (0.0820s, 1415.6m)",0.1259,DEADLINE_MISSED
104.0000,28,"(33.9,1429.9)",2.00,GNB_5,"PMU -> GNB_5 (0.0097s, 471.3m) -> TELCO (0.0356s, 707.1m) -> TSO (0.0808s, 1415.6m)",0.1261,DEADLINE_MISSED
104.0000,5,"(1700.2,440.2)",2.00,GNB_2,"PMU -> GNB_2 (0.0020s, 209.0m) -> TELCO (0.0382s, 707.1m) -> TSO (0.0859s, 1415.6m)",0.1261,DEADLINE_MISSED
104.0000,14,"(1366.9,1579.3)",2.00,GNB_6,"PMU -> GNB_6 (0.0163s, 155.0m) -> TELCO (0.0399s, 707.1m) -> TSO (0.0713s, 1415.6m)",0.1274,DEADLINE_MISSED
104.0000,3,"(700.5,1633.2)",2.00,GNB_5,"PMU -> GNB_5 (0.0030s, 240.8m) -> TELCO (0.0404s, 707.1m) -> TSO (0.0846s, 1415.6m)",0.1280,DEADLINE_MISSED
104.0000,8,"(33.6,1043.7)",2.00,GNB_3,"PMU -> GNB_3 (0.0186s, 468.4m) -> TELCO (0.0413s, 500.0m) -> TSO (0.0695s, 1415.6m)",0.1294,DEADLINE_MISSED
104.0000,15,"(366.8,447.1)",2.00,GNB_1,"PMU -> GNB_1 (0.0115s, 143.3m) -> TELCO (0.0366s, 707.1m) -> TSO (0.0813s, 1415.6m)",0.1294,DEADLINE_MISSED
104.0000,12,"(1366.8,114.9)",2.00,GNB_2,"PMU -> GNB_2 (0.0087s, 407.4m) -> TELCO (0.0369s, 707.1m) -> TSO (0.0847s, 1415.6m)",0.1302,DEADLINE_MISSED
104.0000,0,"(367.2,901.1)",2.00,GNB_3,"PMU -> GNB_3 (0.0098s, 165.6m) -> TELCO (0.0417s, 500.0m) -> TSO (0.0800s, 1415.6m)",0.1315,DEADLINE_MISSED
104.0000,29,"(1367.3,1097.7)",2.00,GNB_4,"PMU -> GNB_4 (0.0156s, 164.8m) -> TELCO (0.0387s, 500.0m) -> TSO (0.0785s, 1415.6m)",0.1329,DEADLINE_MISSED
104.3333,11,"(367.2,901.1)",2.00,GNB_3,"PMU -> GNB_3 (0.0132s, 165.6m) -> TELCO (0.0379s, 500.0m) -> TSO (0.0854s, 1415.6m)",0.1366,OK
104.3333,12,"(700.5,968.9)",2.00,GNB_3,"PMU -> GNB_3 (0.0105s, 202.9m) -> TELCO (0.0383s, 500.0m) -> TSO (0.0596s, 1415.6m)",0.1084,OK
104.3333,13,"(1700.5,1964.6)",2.00,GNB_6,"PMU -> GNB_6 (0.0041s, 506.0m) -> TELCO (0.0399s, 707.1m) -> TSO (0.0942s, 1415.6m)",0.1383,OK
104.3333,14,"(700.5,1633.2)",2.00,GNB_5,"PMU -> GNB_5 (0.0073s, 240.8m) -> TELCO (0.0379s, 707.1m) -> TSO (0.0755s, 1415.6m)",0.1207,OK
104.3333,15,"(1033.7,372.4)",2.00,GNB_2,"PMU -> GNB_2 (0.0037s, 483.4m) -> TELCO (0.0362s, 707.1m) -> TSO (0.0845s, 1415.6m)",0.1244,OK
104.3333,16,"(1700.2,440.2)",2.00,GNB_2,"PMU -> GNB_2 (0.0151s, 209.0m) -> TELCO (0.0347s, 707.1m) -> TSO (0.0814s, 1415.6m)",0.1312,OK
104.3333,17,"(700.4,636.8)",2.00,GNB_1,"PMU -> GNB_1 (0.0076s, 242.7m) -> TELCO (0.0384s, 707.1m) -> TSO (0.0820s, 1415.6m)",0.1280,OK
104.3333,18,"(1700.3,1504.6)",2.00,GNB_6,"PMU -> GNB_6 (0.0033s, 200.4m) -> TELCO (0.0335s, 707.1m) -> TSO (0.0649s, 1415.6m)",0.1017,OK
104.3333,19,"(33.6,1043.7)",2.00,GNB_3,"PMU -> GNB_3 (0.0119s, 468.4m) -> TELCO (0.0360s, 500.0m) -> TSO (0.0676s, 1415.6m)",0.1155,OK
104.3333,0,"(700.2,311.5)",2.00,GNB_1,"PMU -> GNB_1 (0.0108s, 275.0m) -> TELCO (0.0359s, 707.1m) -> TSO (0.0728s, 1415.6m)",0.1195,OK
104.3333,1,"(367.0,1707.8)",2.00,GNB_5,"PMU -> GNB_5 (0.0106s, 246.7m) -> TELCO (0.0427s, 707.1m) -> TSO (0.0824s, 1415.6m)",0.1357,OK
104.3333,2,"(33.6,1775.4)",2.00,GNB_5,"PMU -> GNB_5 (0.0059s, 541.6m) -> TELCO (0.0396s, 707.1m) -> TSO (0.0761s, 1415.6m)",0.1216,OK
104.3333,3,"(1366.8,114.9)",2.00,GNB_2,"PMU -> GNB_2 (0.0075s, 407.4m) -> TELCO (0.0418s, 707.1m) -> TSO (0.0761s, 1415.6m)",0.1254,OK
104.3333,4,"(33.4,182.8)",2.00,GNB_1,"PMU -> GNB_1 (0.0145s, 564.2m) -> TELCO (0.0359s, 707.1m) -> TSO (0.0811s, 1415.6m)",0.1315,OK
104.3333,5,"(1366.9,1579.3)",2.00,GNB_6,"PMU -> GNB_6 (0.0033s, 155.0m) -> TELCO (0.0363s, 707.1m) -> TSO (0.0708s, 1415.6m)",0.1104,OK
104.3333,6,"(366.8,447.1)",2.00,GNB_1,"PMU -> GNB_1 (0.0180s, 143.3m) -> TELCO (0.0349s, 707.1m) -> TSO (0.0836s, 1415.6m)",0.1365,OK
104.3333,7,"(367.6,1416.0)",2.00,GNB_5,"PMU -> GNB_5 (0.0104s, 156.7m) -> TELCO (0.0367s, 707.1m) -> TSO (0.0700s, 1415.6m)",0.1171,OK
104.3333,8,"(1700.8,283.9)",2.00,GNB_2,"PMU -> GNB_2 (0.0059s, 295.0m) -> TELCO (0.0354s, 707.1m) -> TSO (0.0877s, 1415.6m)",0.1291,OK
104.3333,9,"(1034.4,1680.2)",2.00,GNB_6,"PMU -> GNB_6 (0.0100s, 499.3m) -> TELCO (0.0366s, 707.1m) -> TSO (0.0785s, 1415.6m)",0.1251,OK
104.3333,10,"(1367.7,548.2)",2.00,GNB_2,"PMU -> GNB_2 (0.0069s, 140.8m) -> TELCO (0.0346s, 707.1m) -> TSO (0.0733s, 1415.6m)",0.1148,OK
104.3333,11,"(1367.5,1687.1)",2.00,GNB_6,"PMU -> GNB_6 (0.0014s, 229.3m) -> TELCO (0.0385s, 707.1m) -> TSO (0.0761s, 1415.6m)",0.1160,OK
104.3333,12,"(34.2,555.1)",2.00,GNB_1,"PMU -> GNB_1 (0.0084s, 469.1m) -> TELCO (0.0403s, 707.1m) -> TSO (0.0899s, 1415.6m)",0.1386,OK
104.3333,13,"(1034.2,751.7)",2.00,GNB_4,"PMU -> GNB_4 (0.0101s, 527.8m) -> TELCO (0.0415s, 500.0m) -> TSO (0.0715s, 1415.6m)",0.1230,OK
104.3333,14,"(367.6,19.5)",2.00,GNB_1,"PMU -> GNB_1 (0.0085s, 498.4m) -> TELCO (0.0375s, 707.1m) -> TSO (0.0839s, 1415.6m)",0.1299,OK
104.3333,15,"(1034.1,1158.6)",2.00,GNB_4,"PMU -> GNB_4 (0.0070s, 492.2m) -> TELCO (0.0390s, 500.0m) -> TSO (0.0804s, 1415.6m)",0.1264,OK
104.3333,16,"(700.7,1226.4)",2.00,GNB_3,"PMU -> GNB_3 (0.0059s, 302.6m) -> TELCO (0.0382s, 500.0m) -> TSO (0.0846s, 1415.6m)",0.1287,OK
104.3333,17,"(1700.7,1023.0)",2.00,GNB_4,"PMU -> GNB_4 (0.0088s, 202.0m) -> TELCO (0.0429s, 500.0m) -> TSO (0.0800s, 1415.6m)",0.1317,OK
104.3333,18,"(1034.1,1490.8)",2.00,GNB_6,"PMU -> GNB_6 (0.0126s, 466.0m) -> TELCO (0.0368s, 707.1m) -> TSO (0.0821s, 1415.6m)",0.1315,OK
104.3333,19,"(33.9,1429.9)",2.00,GNB_5,"PMU -> GNB_5 (0.0120s, 471.3m) -> TELCO (0.0367s, 707.1m) -> TSO (0.0731s, 1415.6m)",0.1218,OK
104.3333,0,"(1367.3,1097.7)",2.00,GNB_4,"PMU -> GNB_4 (0.0116s, 164.8m) -> TELCO (0.0345s, 500.0m) -> TSO (0.0792s, 1415.6m)",0.1253,OK
104.6667,1,"(367.2,901.1)",2.00,GNB_3,"PMU -> GNB_3 (0.0036s, 165.6m) -> TELCO (0.0357s, 500.0m) -> TSO (0.0780s, 1415.6m)",0.1173,OK
104.6667,2,"(700.5,968.9)",2.00,GNB_3,"PMU -> GNB_3 (0.0164s, 202.9m) -> TELCO (0.0360s, 500.0m) -> TSO (0.0741s, 1415.6m)",0.1265,OK
104.6667,3,"(1700.5,1964.6)",2.00,GNB_6,"PMU -> GNB_6 (0.0012s, 506.0m) -> TELCO (0.0396s, 707.1m) -> TSO (0.0766s, 1415.6m)",0.1174,OK
104.6667,4,"(700.5,1633.2)",2.00,GNB_5,"PMU -> GNB_5 (0.0108s, 240.8m) -> TELCO (0.0372s, 707.1m) -> TSO (0.0612s, 1415.6m)",0.1092,OK
104.6667,5,"(1033.7,372.4)",2.00,GNB_2,"PMU -> GNB_2 (0.0112s, 483.4m) -> TELCO (0.0380s, 707.1m) -> TSO (0.0876s, 1415.6m)",0.1369,OK
104.6667,6,"(1700.2,440.2)",2.00,GNB_2,"PMU -> GNB_2 (0.0000s, 209.0m) -> TELCO (0.0358s, 707.1m) -> TSO (0.0710s, 1415.6m)",0.1068,OK
104.6667,7,"(700.4,636.8)",2.00,GNB_1,"PMU -> GNB_1 (0.0082s, 242.7m) -> TELCO (0.0345s, 707.1m) -> TSO (0.0770s, 1415.6m)",0.1197,OK
104.6667,8,"(1700.3,1504.6)",2.00,GNB_6,"PMU -> GNB_6 (0.0108s, 200.4m) -> TELCO (0.0350s, 707.1m) -> TSO (0.0774s, 1415.6m)",0.1232,OK
104.6667,9,"(33.6,1043.7)",2.00,GNB_3,"PMU -> GNB_3 (0.0030s, 468.4m) -> TELCO (0.0432s, 500.0m) -> TSO (0.0705s, 1415.6m)",0.1167,OK
104.6667,10,"(700.2,311.5)",2.00,GNB_1,"PMU -> GNB_1 (0.0095s, 275.0m) -> TELCO (0.0396s, 707.1m) -> TSO (0.0816s, 1415.6m)",0.1307,OK
104.6667,11,"(367.0,1707.8)",2.00,GNB_5,"PMU -> GNB_5 (0.0102s, 246.7m) -> TELCO (0.0389s, 707.1m) -> TSO (0.0733s, 1415.6m)",0.1224,OK
104.6667,12,"(33.6,1775.4)",2.00,GNB_5,"PMU -> GNB_5 (0.0156s, 541.6m) -> TELCO (0.0407s, 707.1m) -> TSO (0.0749s, 1415.6m)",0.1312,OK
104.6667,13,"(1366.8,114.9)",2.00,GNB_2,"PMU -> GNB_2 (0.0163s, 407.4m) -> TELCO (0.0420s, 707.1m) -> TSO (0.0801s, 1415.6m)",0.1383,OK
104.6667,14,"(33.4,182.8)",2.00,GNB_1,"PMU -> GNB_1 (0.0135s, 564.2m) -> TELCO (0.0332s, 707.1m) -> TSO (0.0661s, 1415.6m)",0.1129,OK
104.6667,15,"(1366.9,1579.3)",2.00,GNB_6,"PMU -> GNB_6 (0.0150s, 155.0m) -> TELCO (0.0365s, 707.1m) -> TSO (0.0777s, 1415.6m)",0.1292,OK
104.6667,16,"(366.8,447.1)",2.00,GNB_1,"PMU -> GNB_1 (0.0000s, 143.3m) -> TELCO (0.0398s, 707.1m) -> TSO (0.0742s, 1415.6m)",0.1139,OK
104.6667,17,"(367.6,1416.0)",2.00,GNB_5,"PMU -> GNB_5 (0.0074s, 156.7m) -> TELCO (0.0326s, 707.1m) -> TSO (0.0861s, 1415.6m)",0.1262,OK
104.6667,18,"(1700.8,283.9)",2.00,GNB_2,"PMU -> GNB_2 (0.0087s, 295.0m) -> TELCO (0.0353s, 707.1m) -> TSO (0.0863s, 1415.6m)",0.1303,OK
104.6667,19,"(1034.4,1680.2)",2.00,GNB_6,"PMU -> GNB_6 (0.0171s, 499.3m) -> TELCO (0.0376s, 707.1m) -> TSO (0.0776s, 1415.6m)",0.1323,OK
104.6667,0,"(1367.7,548.2)",2.00,GNB_2,"PMU -> GNB_2 (0.0028s, 140.8m) -> TELCO (0.0371s, 707.1m) -> TSO (0.0744s, 1415.6m)",0.1143,OK
104.6667,1,"(1367.5,1687.1)",2.00,GNB_6,"PMU -> GNB_6 (0.0128s, 229.3m) -> TELCO (0.0427s, 707.1m) -> TSO (0.0620s, 1415.6m)",0.1175,OK
104.6667,2,"(34.2,555.1)",2.00,GNB_1,"PMU -> GNB_1 (0.0154s, 469.1m) -> TELCO (0.0381s, 707.1m) -> TSO (0.0698s, 1415.6m)",0.1233,OK
104.6667,3,"(1034.2,751.7)",2.00,GNB_4,"PMU -> GNB_4 (0.0078s, 527.8m) -> TELCO (0.0382s, 500.0m) -> TSO (0.0823s, 1415.6m)",0.1283,OK
104.6667,4,"(367.6,19.5)",2.00,GNB_1,"PMU -> GNB_1 (0.0028s, 498.4m) -> TELCO (0.0355s, 707.1m) -> TSO (0.0859s, 1415.6m)",0.1241,OK
104.6667,5,"(1034.1,1158.6)",2.00,GNB_4,"PMU -> GNB_4 (0.0125s, 492.2m) -> TELCO (0.0325s, 500.0m) -> TSO (0.0720s, 1415.6m)",0.1170,OK
104.6667,6,"(700.7,1226.4)",2.00,GNB_3,"PMU -> GNB_3 (0.0090s, 302.6m) -> TELCO (0.0325s, 500.0m) -> TSO (0.0758s, 1415.6m)",0.1173,OK
104.6667,7,"(1700.7,1023.0)",2.00,GNB_4,"PMU -> GNB_4 (0.0122s, 202.0m) -> TELCO (0.0375s, 500.0m) -> TSO (0.0836s, 1415.6m)",0.1334,OK
104.6667,8,"(1034.1,1490.8)",2.00,GNB_6,"PMU -> GNB_6 (0.0054s, 466.0m) -> TELCO (0.0350s, 707.1m) -> TSO (0.0704s, 1415.6m)",0.1107,OK
104.6667,9,"(33.9,1429.9)",2.00,GNB_5,"PMU -> GNB_5 (0.0149s, 471.3m) -> TELCO (0.0396s, 707.1m) -> TSO (0.0755s, 1415.6m)",0.1301,OK
104.6667,10,"(1367.3,1097.7)",2.00,GNB_4,"PMU -> GNB_4 (0.0032s, 164.8m) -> TELCO (0.0386s, 500.0m) -> TSO (0.0582s, 1415.6m)",0.0999,OK
105.0000,11,"(367.2,901.1)",2.00,GNB_3,"PMU -> GNB_3 (0.0124s, 165.6m) -> TELCO (0.0378s, 500.0m) -> TSO (0.0809s, 1415.6m)",0.1311,OK
105.0000,12,"(700.5,968.9)",2.00,GNB_3,"PMU -> GNB_3 (0.0078s, 202.9m) -> TELCO (0.0361s, 500.0m) -> TSO (0.0701s, 1415.6m)",0.1140,OK
105.0000,13,"(1700.5,1964.6)",2.00,GNB_6,"PMU -> GNB_6 (0.0112s, 506.0m) -> TELCO (0.0343s, 707.1m) -> TSO (0.0660s, 1415.6m)",0.1116,OK
105.0000,14,"(700.5,1633.2)",2.00,GNB_5,"PMU -> GNB_5 (0.0063s, 240.8m) -> TELCO (0.0414s, 707.1m) -> TSO (0.0787s, 1415.6m)",0.1264,OK
105.0000,15,"(1033.7,372.4)",2.00,GNB_2,"PMU -> GNB_2 (0.0095s, 483.4m) -> TELCO (0.0342s, 707.1m) -> TSO (0.0690s, 1415.6m)",0.1128,OK
105.0000,16,"(1700.2,440.2)",2.00,GNB_2,"PMU -> GNB_2 (0.0000s, 209.0m) -> TELCO (0.0371s, 707.1m) -> TSO (0.0797s, 1415.6m)",0.1168,OK
105.0000,17,"(700.4,636.8)",2.00,GNB_1,"PMU -> GNB_1 (0.0226s, 242.7m) -> TELCO (0.0427s, 707.1m) -> TSO (0.0806s, 1415.6m)",0.1458,OK
105.0000,18,"(1700.3,1504.6)",2.00,GNB_6,"PMU -> GNB_6 (0.0078s, 200.4m) -> TELCO (0.0391s, 707.1m) -> TSO (0.0706s, 1415.6m)",0.1174,OK
105.0000,19,"(33.6,1043.7)",2.00,GNB_3,"PMU -> GNB_3 (0.0024s, 468.4m) -> TELCO (0.0421s, 500.0m) -> TSO (0.0761s, 1415.6m)",0.1206,OK
105.0000,0,"(700.2,311.5)",2.00,GNB_1,"PMU -> GNB_1 (0.0000s, 275.0m) -> TELCO (0.0405s, 707.1m) -> TSO (0.0777s, 1415.6m)",0.1182,OK
105.0000,1,"(367.0,1707.8)",2.00,GNB_5,"PMU -> GNB_5 (0.0131s, 246.7m) -> TELCO (0.0406s, 707.1m) -> TSO (0.0692s, 1415.6m)",0.1229,OK
105.0000,2,"(33.6,1775.4)",2.00,GNB_5,"PMU -> GNB_5 (0.0096s, 541.6m) -> TELCO (0.0385s, 707.1m) -> TSO (0.0691s, 1415.6m)",0.1172,OK
105.0000,3,"(1366.8,114.9)",2.00,GNB_2,"PMU -> GNB_2 (0.0000s, 407.4m) -> TELCO (0.0373s, 707.1m) -> TSO (0.0836s, 1415.6m)",0.1210,OK
105.0000,4,"(33.4,182.8)",2.00,GNB_1,"PMU -> GNB_1 (0.0133s, 564.2m) -> TELCO (0.0339s, 707.1m) -> TSO (0.0729s, 1415.6m)",0.1201,OK
105.0000,5,"(1366.9,1579.3)",2.00,GNB_6,"PMU -> GNB_6 (0.0067s, 155.0m) -> TELCO (0.0431s, 707.1m) -> TSO (0.0772s, 1415.6m)",0.1270,OK
105.0000,6,"(366.8,447.1)",2.00,GNB_1,"PMU -> GNB_1 (0.0057s, 143.3m) -> TELCO (0.0360s, 707.1m) -> TSO (0.0708s, 1415.6m)",0.1124,OK
105.0000,7,"(367.6,1416.0)",2.00,GNB_5,"PMU -> GNB_5 (0.0137s, 156.7m) -> TELCO (0.0348s, 707.1m) -> TSO (0.0807s, 1415.6m)",0.1293,OK
105.0000,8,"(1700.8,283.9)",2.00,GNB_2,"PMU -> GNB_2 (0.0091s, 295.0m) -> TELCO (0.0383s, 707.1m) -> TSO (0.0733s, 1415.6m)",0.1207,OK
105.0000,9,"(1034.4,1680.2)",2.00,GNB_6,"PMU -> GNB_6 (0.0066s, 499.3m) -> TELCO (0.0349s, 707.1m) -> TSO (0.0746s, 1415.6m)",0.1161,OK
105.0000,10,"(1367.7,548.2)",2.00,GNB_2,"PMU -> GNB_2 (0.0086s, 140.8m) -> TELCO (0.0410s, 707.1m) -> TSO (0.0741s, 1415.6m)",0.1237,OK
105.0000,11,"(1367.5,1687.1)",2.00,GNB_6,"PMU -> GNB_6 (0.0204s, 229.3m) -> TELCO (0.0352s, 707.1m) -> TSO (0.0955s, 1415.6m)",0.1511,OK
105.0000,12,"(34.2,555.1)",2.00,GNB_1,"PMU -> GNB_1 (0.0080s, 469.1m) -> TELCO (0.0328s, 707.1m) -> TSO (0.0802s, 1415.6m)",0.1211,OK
105.0000,13,"(1034.2,751.7)",2.00,GNB_4,"PMU -> GNB_4 (0.0106s, 527.8m) -> TELCO (0.0350s, 500.0m) -> TSO (0.0687s, 1415.6m)",0.1143,OK
105.0000,14,"(367.6,19.5)",2.00,GNB_1,"PMU -> GNB_1 (0.0106s, 498.4m) -> TELCO (0.0356s, 707.1m) -> TSO (0.0730s, 1415.6m)",0.1192,OK
105.0000,15,"(1034.1,1158.6)",2.00,GNB_4,"PMU -> GNB_4 (0.0100s, 492.2m) -> TELCO (0.0323s, 500.0m) -> TSO (0.0767s, 1415.6m)",0.1190,OK
105.0000,16,"(700.7,1226.4)",2.00,GNB_3,"PMU -> GNB_3 (0.0158s, 302.6m) -> TELCO (0.0389s, 500.0m) -> TSO (0.0756s, 1415.6m)",0.1304,OK
105.0000,17,"(1700.7,1023.0)",2.00,GNB_4,"PMU -> GNB_4 (0.0070s, 202.0m) -> TELCO (0.0413s, 500.0m) -> TSO (0.0859s, 1415.6m)",0.1343,OK
105.0000,18,"(1034.1,1490.8)",2.00,GNB_6,"PMU -> GNB_6 (0.0148s, 466.0m) -> TELCO (0.0386s, 707.1m) -> TSO (0.0737s, 1415.6m)",0.1271,OK
105.0000,19,"(33.9,1429.9)",2.00,GNB_5,"PMU -> GNB_5 (0.0080s, 471.3m) -> TELCO (0.0423s, 707.1m) -> TSO (0.0604s, 1415.6m)",0.1107,OK
105.0000,0,"(1367.3,1097.7)",2.00,GNB_4,"PMU -> GNB_4 (0.0049s, 164.8m) -> TELCO (0.0406s, 500.0m) -> TSO (0.0848s, 1415.6m)",0.1303,OK
105.0000,28,"(33.9,1429.9)",2.00,GNB_5,"PMU -> GNB_5 (0.0080s, 471.3m) -> TELCO (0.0423s, 707.1m) -> TSO (0.0604s, 1415.6m)",0.1107,OK
105.0000,2,"(1700.5,1964.6)",2.00,GNB_6,"PMU -> GNB_6 (0.0112s, 506.0m) -> TELCO (0.0343s, 707.1m) -> TSO (0.0660s, 1415.6m)",0.1116,OK
105.0000,15,"(366.8,447.1)",2.00,GNB_1,"PMU -> GNB_1 (0.0057s, 143.3m) -> TELCO (0.0360s, 707.1m) -> TSO (0.0708s, 1415.6m)",0.1124,OK
105.0000,4,"(1033.7,372.4)",2.00,GNB_2,"PMU -> GNB_2 (0.0095s, 483.4m) -> TELCO (0.0342s, 707.1m) -> TSO (0.0690s, 1415.6m)",0.1128,OK
105.0000,1,"(700.5,968.9)",2.00,GNB_3,"PMU -> GNB_3 (0.0078s, 202.9m) -> TELCO (0.0361s, 500.0m) -> TSO (0.0701s, 1415.6m)",0.1140,OK
105.0000,22,"(1034.2,751.7)",2.00,GNB_4,"PMU -> GNB_4 (0.0106s, 527.8m) -> TELCO (0.0350s, 500.0m) -> TSO (0.0687s, 1415.6m)",0.1143,OK
105.0000,18,"(1034.4,1680.2)",2.00,GNB_6,"PMU -> GNB_6 (0.0066s, 499.3m) -> TELCO (0.0349s, 707.1m) -> TSO (0.0746s, 1415.6m)",0.1161,OK
105.0000,5,"(1700.2,440.2)",2.00,GNB_2,"PMU -> GNB_2 (0.0000s, 209.0m) -> TELCO (0.0371s, 707.1m) -> TSO (0.0797s, 1415.6m)",0.1168,OK
105.0000,11,"(33.6,1775.4)",2.00,GNB_5,"PMU -> GNB_5 (0.0096s, 541.6m) -> TELCO (0.0385s, 707.1m) -> TSO (0.0691s, 1415.6m)",0.1172,OK
105.0000,7,"(1700.3,1504.6)",2.00,GNB_6,"PMU -> GNB_6 (0.0078s, 200.4m) -> TELCO (0.0391s, 707.1m) -> TSO (0.0706s, 1415.6m)",0.1174,OK
105.0000,9,"(700.2,311.5)",2.00,GNB_1,"PMU -> GNB_1 (0.0000s, 275.0m) -> TELCO (0.0405s, 707.1m) -> TSO (0.0777s, 1415.6m)",0.1182,OK
105.0000,24,"(1034.1,1158.6)",2.00,GNB_4,"PMU -> GNB_4 (0.0100s, 492.2m) -> TELCO (0.0323s, 500.0m) -> TSO (0.0767s, 1415.6m)",0.1190,OK
105.0000,23,"(367.6,19.5)",2.00,GNB_1,"PMU -> GNB_1 (0.0106s, 498.4m) -> TELCO (0.0356s, 707.1m) -> TSO (0.0730s, 1415.6m)",0.1192,OK
105.0000,13,"(33.4,182.8)",2.00,GNB_1,"PMU -> GNB_1 (0.0133s, 564.2m) -> TELCO (0.0339s, 707.1m) -> TSO (0.0729s, 1415.6m)",0.1201,OK
105.0000,8,"(33.6,1043.7)",2.00,GNB_3,"PMU -> GNB_3 (0.0024s, 468.4m) -> TELCO (0.0421s, 500.0m) -> TSO (0.0761s, 1415.6m)",0.1206,OK
105.0000,17,"(1700.8,283.9)",2.00,GNB_2,"PMU -> GNB_2 (0.0091s, 295.0m) -> TELCO (0.0383s, 707.1m) -> TSO (0.0733s, 1415.6m)",0.1207,OK
105.0000,12,"(1366.8,114.9)",2.00,GNB_2,"PMU -> GNB_2 (0.0000s, 407.4m) -> TELCO (0.0373s, 707.1m) -> TSO (0.0836s, 1415.6m)",0.1210,OK
105.0000,21,"(34.2,555.1)",2.00,GNB_1,"PMU -> GNB_1 (0.0080s, 469.1m) -> TELCO (0.0328s, 707.1m) -> TSO (0.0802s, 1415.6m)",0.1211,OK
105.0000,10,"(367.0,1707.8)",2.00,GNB_5,"PMU -> GNB_5 (0.0131s, 246.7m) -> TELCO (0.0406s, 707.1m) -> TSO (0.0692s, 1415.6m)",0.1229,OK
105.0000,19,"(1367.7,548.2)",2.00,GNB_2,"PMU -> GNB_2 (0.0086s, 140.8m) -> TELCO (0.0410s, 707.1m) -> TSO (0.0741s, 1415.6m)",0.1237,OK
105.0000,3,"(700.5,1633.2)",2.00,GNB_5,"PMU -> GNB_5 (0.0063s, 240.8m) -> TELCO (0.0414s, 707.1m) -> TSO (0.0787s, 1415.6m)",0.1264,DEADLINE_MISSED
105.0000,14,"(1366.9,1579.3)",2.00,GNB_6,"PMU -> GNB_6 (0.0067s, 155.0m) -> TELCO (0.0431s, 707.1m) -> TSO (0.0772s, 1415.6m)",0.1270,DEADLINE_MISSED
105.0000,27,"(1034.1,1490.8)",2.00,GNB_6,"PMU -> GNB_6 (0.0148s, 466.0m) -> TELCO (0.0386s, 707.1m) -> TSO (0.0737s, 1415.6m)",0.1271,DEADLINE_MISSED
105.0000,16,"(367.6,1416.0)",2.00,GNB_5,"PMU -> GNB_5 (0.0137s, 156.7m) -> TELCO (0.0348s, 707.1m) -> TSO (0.0807s, 1415.6m)",0.1293,DEADLINE_MISSED
105.0000,29,"(1367.3,1097.7)",2.00,GNB_4,"PMU -> GNB_4 (0.0049s, 164.8m) -> TELCO (0.0406s, 500.0m) -> TSO (0.0848s, 1415.6m)",0.1303,DEADLINE_MISSED
105.0000,25,"(700.7,1226.4)",2.00,GNB_3,"PMU -> GNB_3 (0.0158s, 302.6m) -> TELCO (0.0389s, 500.0m) -> TSO (0.0756s, 1415.6m)",0.1304,DEADLINE_MISSED
105.0000,0,"(367.2,901.1)",2.00,GNB_3,"PMU -> GNB_3 (0.0124s, 165.6m) -> TELCO (0.0378s, 500.0m) -> TSO (0.0809s, 1415.6m)",0.1311,DEADLINE_MISSED
105.0000,26,"(1700.7,1023.0)",2.00,GNB_4,"PMU -> GNB_4 (0.0070s, 202.0m) -> TELCO (0.0413s, 500.0m) -> TSO (0.0859s, 1415.6m)",0.1343,DEADLINE_MISSED
105.0000,6,"(700.4,636.8)",2.00,GNB_1,"PMU -> GNB_1 (0.0226s, 242.7m) -> TELCO (0.0427s, 707.1m) -> TSO (0.0806s, 1415.6m)",0.1458,DEADLINE_MISSED
105.0000,20,"(1367.5,1687.1)",2.00,GNB_6,"PMU -> GNB_6 (0.0204s, 229.3m) -> TELCO (0.0352s, 707.1m) -> TSO (0.0955s, 1415.6m)",0.1511,DEADLINE_MISSED
